year,y_votes_percent,fair_p_1,def_mt_2,def_mt_1,gdp_mt_2,gdp_mt_1,fair_g_1,z_4,z_3,z_2,z_1,z_mt_2,z_mt_1,incumbent,former_president_again,former_party_morethan_2,sudden_vice,lag_vice,house_midterm,avg_inc_mt_2,avg_inc_mt_1,unemp_rn,satias,gdp_mt_1_pw2,avg_inc_mt_1_pw2,def_mt_1_pw2,gdp_mt_2_pw2,avg_inc_mt_2_pw2,def_mt_2_pw2,fair_z_1,was_a_vice,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,state,y_hat_fr,y_hat_ds
2004,41.645767,-8.561017,-3.9521275,-4.4336653,-7.2961497,-2.4853532,-4.0976901,-1,0,0,0,-1,0,-1,-1,0,0,0,-1,-6.3086982,-4.4435201,-5.1999998,0,6.1769805,19.744871,19.657389,53.233803,39.799671,15.619311,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,GEORGIA,42.89584,43.914574
2008,47.371666,-9.7375221,-4.224072,-5.2899971,1.6041909,-5.711493,2.224021,0,0,0,-1,0,-1,-1,0,-1,0,0,-1,-1.8596764,-8.6064806,-6.9000001,1,32.621151,74.07151,27.98407,2.5734286,3.4583962,17.842785,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,GEORGIA,47.710999,49.224854
2012,46.04335,7.0577765,3.7398291,3.1983352,3.2364814,-2.7003939,1.3898616,0,0,0,0,0,0,1,1,0,0,0,-1,7.6859031,-1.7156725,8.8999996,-1,7.2921271,2.943532,10.229348,10.474813,59.073105,13.986321,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GEORGIA,47.486404,46.702297
2016,47.338829,8.0365429,3.6122582,4.2700396,7.8310084,4.9680109,3.6047707,1,1,1,0,1,1,1,0,1,0,0,-1,7.7011552,6.6307621,5.4000001,0,24.681133,43.967007,18.233238,61.324692,59.307793,13.048409,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GEORGIA,47.733597,44.899418
2020,50.119331,-7.3821015,-3.8703182,-3.3809307,.48345977,-6.4094439,3.8662329,0,-1,0,-1,-1,-1,-1,-1,0,0,1,-1,-10.447507,-8.8406,-7,1,41.080971,78.156212,11.430692,.23373336,109.1504,14.979362,-2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GEORGIA,45.617531,45.495258
1984,44.296276,-32.03997,-12.69125,-17.169674,-7.8602004,-.4002257,-3.7484157,-1,-1,0,0,-1,0,-1,-1,0,0,0,1,-13.608574,-11.645741,-5.4000001,-1,.16018061,135.62328,294.7977,61.782749,185.19328,161.06783,-2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,HAWAII,55.426289,49.749237
1988,54.806274,-17.359678,-7.0162849,-9.6652517,-11.610211,-6.9371405,-6.8297925,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1,-14.247847,-10.277704,-3.0999999,-1,48.123917,105.6312,93.417091,134.79701,203.00113,49.228256,-4,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,HAWAII,57.699326,56.930222
1992,56.719978,-14.190527,-6.5401464,-7.1807494,-4.23347,-13.267702,-2.7133217,0,0,-1,-1,0,-1,-1,-1,-1.25,0,0,1,-9.4013281,-18.292555,-4.4000001,0,176.03192,334.61755,51.563164,17.922268,88.384972,42.773514,-2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,HAWAII,65.67205,64.690842
1996,64.276154,10.111591,4.372694,5.498466,-2.3199158,-1.8920323,-1.0611321,0,0,0,0,0,0,1,1,0,0,0,1,1.0433071,3.4960475,5.9000001,0,3.5797861,12.222348,30.233128,5.382009,1.0884897,19.120453,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,HAWAII,63.36166,66.579445
2000,59.827297,-24.526144,6.32865,-29.018326,2.7319281,98.604828,1.8941846,0,0,0,0,0,0,1,0,1,1,0,1,9.5791597,4.2509255,4.1999998,0,9722.9121,18.070368,842.06323,7.4634314,91.7603,40.051811,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,HAWAII,56.973072,60.69146
2004,54.404449,-12.448197,-5.5498343,-6.5356455,-11.102318,-1.9675763,-5.5674672,-1,-1,0,0,-1,0,-1,-1,0,0,0,1,-9.6618357,-6.6100483,-3.2,-1,3.8713562,43.692738,42.714661,123.26146,93.351067,30.800661,-2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,HAWAII,57.566216,59.199005
2008,72.993729,-12.734236,-5.334228,-7.0252643,-2.4745743,-8.5934353,-.54280514,0,0,0,-1,0,-1,-1,0,-1,0,0,1,-9.0670481,-12.261867,-4.3000002,0,73.84713,150.35338,49.35434,6.123518,82.211357,28.453989,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,HAWAII,62.580574,65.046951
2012,71.70385,7.2818685,4.1200547,3.0367,3.2705185,-1.1817919,1.7816852,0,0,0,0,0,0,1,1,0,0,0,1,6.0448012,-.86492413,5.6999998,0,1.3966321,.74809378,9.2215471,10.696292,36.539623,16.974852,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,HAWAII,64.066277,64.326019
2016,67.441338,8.5513153,3.9406629,4.4358501,5.1576333,2.235023,1.8906147,0,1,0,0,1,0,1,0,1,0,0,1,7.3535085,5.7500963,2.9000001,0,4.9953279,33.063606,19.676767,26.601181,54.074085,15.528824,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,HAWAII,62.370281,61.87706
2020,65.032661,-8.113286,-3.8102903,-4.1450567,11.557867,-3.2997041,10.799062,0,0,0,0,0,0,-1,-1,0,0,1,1,-9.5658836,-6.8777575,-14.1,0,10.888047,47.303551,17.181496,133.58429,91.506126,14.518312,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,HAWAII,65.786255,62.411762
1984,26.724428,-23.339762,-10.300745,-11.821331,-6.7472177,3.5956016,-1.7786561,0,-1,0,0,-1,0,-1,-1,0,0,0,-1,-14.436301,-12.477416,-7.3000002,1,12.92835,155.68591,139.74387,45.524944,208.4068,106.10535,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,IDAHO,29.904129,24.25968
1988,36.712177,-12.201729,-7.1041613,-4.759449,-7.9517274,-.2675823,-5.3863225,-1,0,0,0,-1,0,-1,0,-1,-1,0,-1,-13.572416,-7.8778839,-6,0,.071600288,62.061054,22.652355,63.229969,184.21048,50.469109,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,IDAHO,32.612389,30.148432
1992,40.338516,-12.066386,-4.9114347,-6.8199925,-9.2285719,-10.267447,-6.9413624,-1,0,-1,-1,-1,-1,-1,-1,-1.25,0,0,1,-9.2124815,-15.652298,-6.5999999,-1,105.42046,244.99443,46.512299,85.166542,84.869812,24.12219,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,IDAHO,35.598534,39.551365
1996,39.200974,6.6918306,1.4867243,5.1288543,11.924799,17.361809,3.328392,1,1,1,1,1,1,1,1,0,0,0,-1,8.7257328,9.7959185,5.3000002,0,301.4324,95.960022,26.305145,142.20084,76.138412,2.2103491,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,IDAHO,38.761452,39.825417
2000,29.15151,-19.442848,.57588202,-19.904106,21.910128,63.69376,11.256069,1,1,1,1,1,1,1,0,1,1,0,-1,10.53417,8.1916609,4.6999998,0,4056.895,67.10331,396.17343,480.05368,110.96874,.33164009,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,IDAHO,35.565411,33.002445
2004,30.677261,-6.2447371,-4.0957737,-2.0644097,-10.111822,.50448883,-6.6292543,-1,-1,0,0,-1,0,-1,-1,0,0,0,-1,-7.9441924,-4.1694794,-4.8000002,0,.25450897,17.384558,4.2617874,102.24895,63.110191,16.775362,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,IDAHO,29.910131,32.299641
2008,36.97541,-8.927103,-5.0128441,-3.7274098,-4.6790953,-11.190947,-2.7928667,0,0,0,-1,0,-1,-1,0,-1,0,0,-1,-4.3366375,-11.155843,-5.5999999,1,125.23728,124.45283,13.893584,21.893932,18.806425,25.128605,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,IDAHO,34.108471,37.287903
2012,33.578613,7.31075,4.8467646,2.3500826,.072235242,-3.3621569,.16779388,0,0,0,0,0,0,1,1,0,0,0,-1,9.6399431,-2.2380562,7.3000002,-1,11.304099,5.0088954,5.5228882,.0052179303,92.928505,23.491127,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,IDAHO,35.293613,35.069431
2016,31.689823,5.1289725,1.6756411,3.3964198,4.843565,7.0813165,3.8011324,1,0,0,1,1,1,1,0,1,0,0,-1,6.6608562,7.5622849,3.7,0,50.145042,57.188152,11.535667,23.460121,44.367004,2.8077729,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,IDAHO,35.058533,33.841648
2020,34.122856,-8.2502565,-4.3766007,-3.71123,-3.6299479,-8.5468626,.34716961,0,-1,-1,0,-1,-1,-1,-1,0,0,1,-1,-11.4084,-8.3719206,-5.9000001,1,73.048859,70.089058,13.773229,13.176521,130.15158,19.154634,-2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,IDAHO,32.35891,33.885605
1984,43.526745,-26.236723,-9.1406193,-15.664289,-8.3459291,2.2333398,-7.1878586,-1,0,0,0,-1,0,-1,-1,0,0,0,1,-14.880721,-17.525114,-8.8999996,-1,4.9878068,307.12961,245.36996,69.654533,221.43587,83.550919,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ILLINOIS,49.548946,46.857582
1988,48.950722,-13.191398,-5.7680693,-7.0184965,-9.0297337,-5.2041607,-5.6386952,-1,-1,0,0,-1,0,-1,0,-1,-1,0,1,-14.043983,-10.727814,-6.5999999,-1,27.083288,115.08599,49.259293,81.536087,197.23344,33.270622,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,ILLINOIS,53.982132,52.966362
1992,58.588219,-13.551997,-5.7455244,-7.3823204,-3.7912498,-3.0294964,-3.9103572,-1,0,0,0,-1,0,-1,-1,-1.25,0,0,1,-8.0808563,-12.619851,-7.5999999,-1,9.1778488,159.26064,54.498653,14.373574,65.30024,33.011051,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ILLINOIS,59.923214,59.541458
1996,59.605091,8.0687628,3.2011406,4.7166362,6.792767,8.5103893,3.9603498,1,0,1,0,1,1,1,1,0,0,0,-1,11.158569,7.1510296,5.3000002,0,72.426727,51.137222,22.246656,46.141685,124.51367,10.247301,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ILLINOIS,60.244411,58.596485
2000,56.180012,-22.76107,3.7018733,-25.51829,7.5732713,116.01952,3.6520357,1,1,1,1,1,1,1,0,1,1,0,-1,10.965587,10.581541,4.4000001,0,13460.53,111.96901,651.18311,57.354439,120.24409,13.703866,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ILLINOIS,54.286514,52.696346
2004,55.208633,-9.4510069,-4.7308798,-4.5069103,-4.5231342,-1.0604264,-2.8084633,0,0,0,0,0,0,-1,-1,0,0,0,1,-5.564549,-4.1611466,-6.0999999,0,1.1245041,17.315142,20.312241,20.458744,30.964205,22.381224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ILLINOIS,54.294407,56.405697
2008,62.734264,-11.362563,-4.606739,-6.4583063,-.25380674,-4.140286,.84242678,0,0,0,0,0,0,-1,0,-1,0,0,1,-7.6675339,-10.531504,-6.6999998,0,17.141968,110.91257,41.709721,.064417861,58.791077,21.222044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ILLINOIS,57.953114,60.533653
2012,58.577522,7.9368219,4.7680931,3.0245173,4.0418682,-1.1939857,2.1251304,0,0,0,0,0,0,1,1,0,0,0,1,9.2117081,-2.6829269,9,0,1.4256018,7.1980968,9.1477051,16.336699,84.855568,22.734713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ILLINOIS,58.34602,59.281952
2016,59.02005,7.7014709,3.4900532,4.0693936,1.0981605,2.0367453,-.32209966,0,0,0,0,0,0,1,0,1,0,0,1,6.0104108,7.3046112,5.8000002,0,4.1483316,53.357346,16.559965,1.2059565,36.125038,12.180471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ILLINOIS,54.847408,56.7052
2020,58.659042,-8.0450191,-3.828495,-4.0610471,4.7052121,-3.3004663,5.1449885,0,0,0,0,0,0,-1,-1,0,0,1,1,-9.9406013,-8.9393454,-11.1,0,10.893078,79.911896,16.492104,22.139021,98.815552,14.657374,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ILLINOIS,57.62413,57.465561
1984,37.926571,-25.390638,-8.6748686,-15.381449,-11.667802,4.3336148,-9.0885849,-1,0,0,0,-1,0,-1,-1,0,0,0,-1,-16.60116,-14.105713,-8.1999998,0,18.780218,198.97113,236.58896,136.1376,275.59851,75.253342,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,INDIANA,36.065639,32.299973
1988,39.874008,-11.820091,-5.6290112,-5.8611555,-8.9694939,-3.5417268,-4.9792752,-1,-1,0,0,-1,0,-1,0,-1,-1,0,1,-12.820883,-11.30016,-5.1999998,-1,12.543829,127.69363,34.353146,80.45182,164.37503,31.685766,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,INDIANA,41.581219,42.337017
1992,46.165104,-13.226495,-5.7020798,-7.1185117,-6.4288607,-4.0203795,-6.4140849,-1,0,0,-1,-1,-1,-1,-1,-1.25,0,0,1,-9.2469606,-13.562572,-6.3000002,-1,16.163452,183.94334,50.67321,41.33025,85.506279,32.513714,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,INDIANA,45.548084,48.552731
1996,46.851593,8.2589159,2.9756057,5.1306424,7.2830544,9.321929,4.0544186,1,0,1,0,1,1,1,1,0,0,0,-1,8.4143305,9.7161407,3.8,0,86.898361,94.403389,26.323492,53.042881,70.800957,8.854229,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,INDIANA,47.449276,48.02002
2000,41.995216,-22.024269,2.8249278,-24.166512,7.5082722,112.5548,3.9484165,1,1,1,1,1,1,1,0,1,1,0,-1,9.162466,11.698212,3,0,12668.583,136.84816,584.02026,56.374149,83.950783,7.980217,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,INDIANA,41.650513,42.177017
2004,39.576523,-8.0118227,-3.9049044,-3.9525745,-8.4082203,-.46319556,-3.7900918,-1,-1,0,0,-1,0,-1,-1,0,0,0,-1,-6.4769349,-2.7172947,-5.3000002,0,.21455012,7.3836904,15.622845,70.698166,41.950687,15.248278,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,INDIANA,40.100506,41.158646
2008,50.521954,-9.8490582,-4.4281869,-5.1910043,-1.6378561,-2.9399014,1.027046,0,0,0,0,0,0,-1,0,-1,0,0,-1,-6.8985295,-7.5736418,-6,1,8.6430197,57.36005,26.946526,2.6825726,47.58971,19.608839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,INDIANA,45.386375,46.305405
2012,44.799625,9.2269793,5.2926755,3.7365413,1.0072019,-1.1447601,.48464462,0,0,1,0,0,1,1,1,0,0,0,-1,10.58293,.82184815,8.1999998,-1,1.3104757,.67543441,13.96174,1.0144557,111.9984,28.012413,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,INDIANA,45.608723,43.657597
2016,39.88269,6.5391431,2.9088151,3.5277135,.88969392,5.4137926,1.8646303,0,0,0,0,0,0,1,0,1,0,0,-1,6.071619,4.5520177,4.3000002,-1,29.309151,20.720865,12.444763,.79155529,36.864559,8.4612055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,INDIANA,42.677402,41.369995
2020,41.804951,-6.8016181,-2.7064409,-3.9872639,2.1611474,-5.4906187,2.5082896,0,0,-1,0,0,-1,-1,-1,0,0,1,-1,-9.7986975,-8.0219278,-7.3000002,1,30.146894,64.351326,15.898273,4.670558,96.014473,7.3248224,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,INDIANA,43.330494,43.519836
1984,46.276176,-22.567789,-9.3590374,-12.078336,-1.1887931,3.7925544,-5.4764223,-1,0,0,0,-1,0,-1,-1,0,0,0,1,-14.696486,-17.289476,-6.9000001,-1,14.383469,298.92599,145.8862,1.413229,215.98668,87.591583,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,IOWA,45.758003,44.908772
1988,55.148479,-9.7899523,-5.5112367,-4.055223,-7.630908,-.67203224,-5.2049651,-1,0,0,0,-1,0,-1,0,-1,-1,0,-1,-9.2284842,-9.4165897,-4.5999999,0,.45162731,88.672165,16.444834,58.230759,85.164917,30.37373,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,IOWA,50.229275,46.784084
1992,53.732529,-12.121806,-4.6349902,-7.1551738,-5.3600607,-6.6931071,-4.7688589,-1,0,0,-1,-1,-1,-1,-1,-1.25,0,0,1,-8.2709322,-14.126635,-4.4000001,-1,44.797684,199.5618,51.19651,28.730251,68.408318,21.483135,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,IOWA,54.217304,56.419487
1996,55.733391,8.0469351,3.318363,4.5767007,8.7323408,8.4372797,5.7206616,1,0,1,0,1,1,1,1,0,0,0,-1,12.24549,8.3359528,3.5999999,0,71.187691,69.488106,20.94619,76.253777,149.95203,11.011533,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,IOWA,55.934906,55.41003
2000,50.162781,-23.616802,2.9336197,-25.793732,6.8691196,97.262428,4.6353083,1,0,0,1,1,1,1,0,1,1,0,-1,8.6602926,8.6087294,2.7,0,9459.9795,74.110222,665.31659,47.184803,75.000671,8.6061249,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,IOWA,48.392094,49.549202
