year,y_votes_percent,fair_p_1,def_mt_2,def_mt_1,gdp_mt_2,gdp_mt_1,fair_g_1,z_4,z_3,z_2,z_1,z_mt_2,z_mt_1,incumbent,former_president_again,former_party_morethan_2,sudden_vice,lag_vice,house_midterm,avg_inc_mt_2,avg_inc_mt_1,unemp_rn,satias,gdp_mt_1_pw2,avg_inc_mt_1_pw2,def_mt_1_pw2,gdp_mt_2_pw2,avg_inc_mt_2_pw2,def_mt_2_pw2,fair_z_1,was_a_vice,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,state,y_hat_fr,y_hat_ds
2004,48.941257,-8.6161108,-4.3234372,-4.1147738,-4.0624456,-.64051479,-2.7167013,0,0,0,0,0,0,-1,-1,0,0,0,-1,-6.6244569,-3.8289392,-6.3000002,1,.41025919,14.660775,16.931362,16.503464,43.88343,18.69211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,OHIO,46.651791,47.283752
2008,52.333839,-10.726333,-4.543673,-5.9139485,1.5361937,-2.1419694,1.7568475,0,0,0,0,0,0,-1,0,-1,0,0,1,-7.6372247,-8.0669613,-6.9000001,0,4.5880332,65.075867,34.974789,2.3598912,58.327202,20.644964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,OHIO,50.604771,54.836475
2012,51.514057,8.0907888,4.6879888,3.250421,4.1529684,-2.447237,.84258443,0,1,0,0,1,0,1,1,0,0,0,-1,10.783463,.095038965,7.1999998,-1,5.9889688,.009032405,10.565237,17.247147,116.28307,21.977238,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,OHIO,50.643291,48.894455
2016,45.732315,6.7333064,2.8873365,3.73804,1.7013019,5.2108688,.8800171,0,0,1,0,0,1,1,0,1,0,0,-1,5.7416711,5.2574873,5,-1,27.153154,27.641172,13.972942,2.8944283,32.966785,8.3367119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,OHIO,47.957386,46.289516
2020,45.923302,-7.6147652,-3.1406109,-4.3379173,1.5059513,-2.5637114,3.4767644,0,0,0,0,0,0,-1,-1,0,0,1,-1,-9.9696589,-7.3176098,-9,1,6.5726161,53.547413,18.817526,2.2678893,99.394096,9.8634367,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,OHIO,49.231068,48.046745
1984,30.890175,-25.545835,-4.276031,-20.397598,.26216045,-8.9178839,-4.7213016,-1,0,0,-1,-1,-1,-1,-1,0,0,0,1,-7.1722517,-23.657701,-6.8000002,-1,79.528656,559.68683,416.06201,.068728104,51.441193,18.284441,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,OKLAHOMA,31.068005,32.711777
1988,41.610188,-3.3872533,-4.3250828,.89894927,-3.0343714,3.6067555,-4.8082209,-1,0,0,0,-1,0,-1,0,-1,-1,0,1,-6.7748871,-5.7205548,-6.3000002,-1,13.008685,32.724747,.80810976,9.2074099,45.899094,18.706341,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,OKLAHOMA,37.344349,37.297321
1992,44.37788,-13.863443,-4.59058,-8.8658686,-2.8947592,-.81695586,-2.3754294,0,0,0,0,0,0,-1,-1,-1.25,0,0,1,-7.1696949,-12.703922,-5.8000002,0,.66741687,161.38965,78.603622,8.379631,51.404526,21.073425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,OKLAHOMA,42.088314,43.242889
1996,45.599392,9.2101231,4.417141,4.5902252,7.0874057,4.8977766,4.9375215,1,0,0,0,1,0,1,1,0,0,0,-1,8.5720453,6.5406055,3.8,0,23.988216,42.779522,21.070168,50.231319,73.479958,19.511135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,OKLAHOMA,41.243935,41.056393
2000,38.919331,-25.498289,6.1999474,-29.847694,5.6393075,115.20916,3.7951162,1,0,0,1,1,1,1,0,1,1,0,-1,9.8700352,9.3411503,3,0,13273.15,87.257088,890.88489,31.801788,97.417595,38.439346,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,OKLAHOMA,33.81414,34.666492
2004,34.4296,-12.45247,-8.8304634,-3.3281178,-5.1819096,-5.6877055,-3.5074937,-1,0,0,-1,-1,-1,-1,-1,0,0,0,-1,-12.454368,-7.6309042,-4.5,0,32.349995,58.230698,11.076368,26.852186,155.11127,77.977081,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,OKLAHOMA,33.452671,33.664574
2008,34.354919,-20.059502,-10.108785,-9.0371695,-6.2340989,-10.688807,-3.9479706,-1,0,-1,-1,-1,-1,-1,0,-1,0,0,-1,-12.827796,-19.101969,-3.5999999,0,114.25059,364.88522,81.670433,38.863991,164.55235,102.18753,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,OKLAHOMA,34.094986,36.480721
2012,33.22768,1.0097429,4.0682516,-2.9389453,8.9124479,-1.1225036,5.1387868,1,1,0,0,1,0,1,1,0,0,0,-1,13.192563,-5.2231407,5.0999999,0,1.2600144,27.281199,8.6373997,79.431725,174.04372,16.550671,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,OKLAHOMA,40.707233,38.321671
2016,30.695263,-6.1031957,-9.5755777,3.8400929,1.9355197,8.2834311,-2.0534637,0,1,1,0,1,1,1,0,1,0,0,-1,-8.8624735,10.273064,4.8000002,-1,68.615227,105.53584,14.746313,3.7462366,78.543434,91.691689,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,OKLAHOMA,34.342232,33.073353
2020,33.059959,-4.9170198,3.9718058,-9.2564745,3.2755146,-2.2448895,4.8911643,0,0,0,0,0,0,-1,-1,0,0,1,-1,-7.7325153,-9.1959715,-6.3000002,1,5.0395288,84.565895,85.68232,10.728996,59.791794,15.775242,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,OKLAHOMA,39.008522,36.649189
1984,43.89529,-26.107748,-10.394285,-14.233945,-7.3576841,7.8127751,-6.1774974,-1,0,0,0,-1,0,-1,-1,0,0,0,1,-15.186501,-10.025406,-9.1999998,-1,61.039455,100.50877,202.60519,54.135517,230.62981,108.04117,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,OREGON,47.401821,43.51535
1988,52.383682,-14.387367,-7.208663,-6.6960111,-9.8355036,-4.4514527,-6.2813005,-1,-1,0,0,-1,0,-1,0,-1,-1,0,1,-12.118234,-9.8149576,-5.6999998,-1,19.815432,96.333389,44.836563,96.737129,146.85159,51.964821,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,OREGON,50.992516,49.449303
1992,56.633892,-14.037796,-6.1183496,-7.4628434,-5.607223,-7.1206155,-3.8654754,-1,0,-1,0,-1,-1,-1,-1,-1.25,0,0,1,-7.6380858,-13.714071,-7.1999998,-1,50.703163,188.07574,55.694031,31.44095,58.340355,37.4342,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,OREGON,56.728123,56.175301
1996,54.693115,7.8755174,1.8311417,5.9356847,21.534399,12.26718,14.123429,1,1,1,1,1,1,1,1,0,0,0,1,11.636787,9.8690271,5.5999999,1,150.48372,97.397697,35.232353,463.73035,135.41483,3.35308,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,OREGON,62.804501,59.599293
2000,50.235893,-14.568152,.54900527,-15.034617,10.811672,56.413788,8.4120779,1,0,1,1,1,1,1,0,1,1,0,1,9.0804291,8.5467587,5.3000002,1,3182.5154,73.047081,226.03972,116.89226,82.454193,.3014068,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,OREGON,54.208511,54.560272
2004,52.108627,-4.6627412,-2.7504082,-1.8611441,-9.4064388,-1.1149151,-4.9711056,-1,-1,0,0,-1,0,-1,-1,0,0,0,1,-7.8159242,-1.2787994,-7.3000002,-1,1.2430358,1.6353279,3.4638572,88.481094,61.088669,7.5647449,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,OREGON,50.421391,52.335217
2008,58.413723,-6.4581108,-2.7444401,-3.6144738,-4.5099187,-9.280262,-2.7361429,0,0,-1,-1,0,-1,-1,0,-1,0,0,1,-6.5560551,-12.001549,-6.4000001,0,86.12326,144.03717,13.064421,20.339367,42.981857,7.5319514,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,OREGON,53.540718,57.498058
2012,56.271168,5.2588019,3.1052072,2.0887351,3.1772575,-2.5141346,.44830719,0,0,0,0,0,0,1,1,0,0,0,1,9.2518597,-2.5843425,8.6999998,0,6.3208728,6.6788259,4.3628144,10.094966,85.596909,9.642312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,OREGON,54.734123,56.744617
2016,56.155838,6.6774268,2.7645936,3.8075693,9.3028603,3.7853286,4.2816267,1,1,0,0,1,0,1,0,1,0,0,1,9.1733322,7.018034,4.8000002,1,14.328712,49.2528,14.497583,86.543205,84.150024,7.6429777,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,OREGON,55.102211,54.936378
2020,58.307156,-7.361062,-3.9704883,-3.2610924,1.0961913,-8.6477995,3.0112796,0,0,-1,-1,0,-1,-1,-1,0,0,1,1,-11.431681,-9.863472,-8.3999996,0,74.784439,97.288078,10.634724,1.2016354,130.68332,15.764777,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,OREGON,53.164463,54.284599
1984,46.299267,-25.721893,-8.7049408,-15.654259,-8.3823328,3.4085412,-5.4809051,-1,0,0,0,-1,0,-1,-1,0,0,0,1,-13.458133,-18.18816,-8.8999996,-1,11.618154,330.80917,245.05582,70.263504,181.12134,75.775993,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PENNSYLVANIA,46.286438,43.896324
1988,48.830452,-14.172659,-6.425128,-7.2797947,-10.608604,-4.3492689,-4.8627782,-1,-1,0,0,-1,0,-1,0,-1,-1,0,-1,-14.097531,-11.713118,-5.0999999,0,18.91614,137.19713,52.995411,112.54249,198.74039,41.282269,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PENNSYLVANIA,50.135838,45.877895
1992,55.548531,-14.794399,-6.546464,-7.7411633,-3.2567713,-3.207541,-2.9882827,0,0,0,0,0,0,-1,-1,-1.25,0,0,1,-8.6067667,-14.087463,-7.5,0,10.28832,198.45662,59.92561,10.60656,74.076431,42.85619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PENNSYLVANIA,56.675354,56.906612
1996,55.161205,8.7866449,3.3567629,5.2535329,6.0161204,4.42769,2.6377754,0,1,0,0,1,0,1,1,0,0,0,1,9.4048462,6.4282355,5.3000002,0,19.604439,41.322212,27.599607,36.193707,88.451134,11.267857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PENNSYLVANIA,55.242146,59.581844
2000,52.148479,-22.816359,3.5336215,-25.450651,5.7382698,123.5856,2.6343486,0,0,0,1,0,1,1,0,1,1,0,-1,11.365964,10.479732,4.3000002,-1,15273.401,109.82478,647.73566,32.927742,129.18513,12.486482,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,PENNSYLVANIA,48.133263,49.032856
2004,51.258282,-9.8175001,-4.971386,-4.6166043,-5.2737751,-3.0189302,-2.8308165,0,0,0,0,0,0,-1,-1,0,0,0,-1,-8.8724985,-5.5513582,-5.4000001,1,9.1139393,30.817577,21.313036,27.812704,78.72123,24.714678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,PENNSYLVANIA,50.224052,49.769112
2008,55.229702,-11.954735,-4.9548492,-6.6694255,-5.4567404,-2.2061057,-2.024591,0,-1,0,0,-1,0,-1,0,-1,0,0,1,-9.4964447,-8.9326553,-5.4000001,0,4.8669024,79.792328,44.481236,29.776016,90.182465,24.550531,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PENNSYLVANIA,52.153164,56.692738
2012,52.731934,7.1057062,3.8015711,3.1831262,3.2178993,-.33051348,1.6970118,0,0,0,0,0,0,1,1,0,0,0,-1,8.881423,1.294095,7.6999998,-1,.10923916,1.674682,10.132293,10.354877,78.879677,14.451943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,PENNSYLVANIA,54.048542,51.794106
2016,49.624466,5.5497899,1.82445,3.6585906,2.7949665,3.3518031,.8635301,0,0,0,0,0,0,1,0,1,0,0,-1,6.8314252,5.1540565,5.4000001,-1,11.234584,26.564299,13.385284,7.8118377,46.668369,3.3286178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,PENNSYLVANIA,50.99155,49.418015
2020,50.589207,-6.95226,-2.8550391,-3.9834909,2.8655748,-2.2643113,4.5239744,0,0,0,0,0,0,-1,-1,0,0,1,1,-10.328302,-8.1702127,-10.2,0,5.1271057,66.752373,15.8682,8.2115192,106.67383,8.151248,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PENNSYLVANIA,53.531181,54.452023
1984,48.170269,-27.536476,-9.786478,-16.167746,-10.071632,-2.125282,-6.9977627,-1,0,0,0,-1,0,-1,-1,0,0,0,1,-17.770063,-19.33724,-4.8000002,-1,4.5168238,373.92886,261.396,101.43778,315.77515,95.775154,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,RHODE ISLAND,54.671314,50.498703
1988,55.877869,-14.416611,-6.3499432,-7.5850229,-11.66176,-11.949054,-6.942821,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-15.773829,-13.658257,-3,0,142.77989,186.54797,57.532574,135.99666,248.81366,40.321777,-4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,RHODE ISLAND,57.370171,53.180958
1992,61.843723,-15.545356,-6.9610662,-8.0256205,2.1868627,-1.6009872,-1.4585199,0,0,0,0,0,0,-1,-1,-1.25,0,0,1,-4.986218,-10.98607,-9.1000004,0,2.5631599,120.69373,64.410583,4.7823687,24.86237,48.456444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,RHODE ISLAND,66.412201,64.910179
1996,69.004211,9.6411772,4.1008358,5.3220906,4.3439455,2.0201423,1.7128975,0,0,0,0,0,0,1,1,0,0,0,1,8.4873285,6.559145,5,0,4.0809751,43.022385,28.324648,18.869862,72.034744,16.816854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,RHODE ISLAND,63.669449,66.779259
2000,65.649117,-22.116249,3.7529049,-24.933426,7.7926631,116.95691,4.7136512,1,0,1,1,1,1,1,0,1,1,0,1,10.39852,11.741088,4,1,13678.919,137.85315,621.67572,60.725597,108.12921,14.084295,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,RHODE ISLAND,59.455566,61.627411
2004,60.577511,-9.9303722,-4.7504201,-4.9450417,-6.9652405,-4.5284715,-3.9997036,-1,0,-1,0,-1,-1,-1,-1,0,0,0,1,-9.5101652,-7.8574481,-5.0999999,-1,20.507053,61.739491,24.453438,48.514576,90.443245,22.56649,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,RHODE ISLAND,57.835468,59.755783
2008,64.198135,-11.46307,-4.7579041,-6.40063,4.3939838,-4.7230659,1.7367703,0,0,0,0,0,0,-1,0,-1,0,0,1,-6.6875062,-8.6313915,-8,0,22.30735,74.500923,40.968063,19.307095,44.72274,22.637651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,RHODE ISLAND,63.526913,65.400917
2012,64.016747,6.9751997,3.7690804,3.0896671,.48740765,1.4979674,.59165829,0,0,0,0,0,0,1,1,0,0,0,1,7.4126854,2.8027282,10.1,0,2.2439063,7.8552852,9.5460424,.23756622,54.947906,14.205967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,RHODE ISLAND,62.840473,63.563362
2016,58.310703,8.4133863,3.9101126,4.3338165,1.1649654,1.3771979,.15808675,0,0,0,0,0,0,1,0,1,0,0,1,4.971108,4.2607336,5.1999998,0,1.8966739,18.153851,18.781965,1.3571444,24.711914,15.28898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,RHODE ISLAND,60.376858,60.994492
2020,60.599361,-8.6389942,-4.5625401,-3.8985803,2.0549092,.77274084,3.4004698,0,0,0,0,0,0,-1,-1,0,0,1,1,-12.310277,-7.6271858,-10.9,0,.59712839,58.173965,15.198929,4.222652,151.54292,20.816772,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,RHODE ISLAND,62.08923,61.536587
1984,35.881222,-25.850889,-9.1685171,-15.281303,-16.657265,-1.6592222,-9.6182384,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,1,-18.658798,-17.011927,-6.8000002,-1,2.7530184,289.40564,233.51823,277.46448,348.15076,84.061707,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SOUTH CAROLINA,34.698505,33.819927
1988,37.927853,-13.600246,-6.3734355,-6.7938113,-12.870209,-8.5137949,-5.1588154,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1,-14.219924,-11.917895,-4.5,-1,72.484703,142.03622,46.155872,165.64227,202.20624,40.620682,-4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,SOUTH CAROLINA,40.159325,40.903496
1992,47.643154,-12.809448,-5.8289461,-6.5960236,-4.1957002,-6.6223068,-3.2827346,-1,0,-1,-1,-1,-1,-1,-1,-1.25,0,0,1,-7.4927058,-13.949211,-6.6999998,-1,43.854946,194.58049,43.507526,17.603899,56.14064,33.976612,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,SOUTH CAROLINA,46.326218,48.585316
1996,46.888023,8.1200371,3.5270262,4.436533,6.8258638,9.3634796,2.9986749,0,1,1,1,1,1,1,1,0,0,0,-1,10.00689,8.9570341,5.8000002,-1,87.674751,80.228462,19.682825,46.592419,100.13786,12.439914,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,SOUTH CAROLINA,47.659447,47.195431
2000,41.837894,-22.386103,3.5767264,-25.066277,7.6187072,112.28085,2.7733593,0,1,1,1,1,1,1,0,1,1,0,-1,9.5310726,10.556493,3.5999999,-1,12606.988,111.43954,628.31824,58.044701,90.841347,12.792972,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,SOUTH CAROLINA,40.623203,41.367691
